duration,date,subjectcode,Abaser,Abassi,Abater,Abatis,Abator,Abbacy,Abbess,Abdest,Abider,Abject,Ablaut,Abraum,Abseil,Acacia,Acacin,Acajou,Acanth,Acarus,Acater,Acates,Accent,Access,Accost,Accrue,Accuse,Acetal,Acetin,Achate,Achean,Achene,b,c,d,e,f,g,h,i,j,k,l,m,comments,RandA,RandAA,RandB,RandBB,RandC,RandCC,RandD,RandDD
574,10/11/19 8:11,R_10ShDg1ThckWBxu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
637,10/11/19 8:11,R_3EYGqsBMDXF5qCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,2,17,7,12,8,11,13,6
604,10/11/19 8:11,R_3qa1W3tGRk7XRkq,0,2,20,0,0,0,3,0,7,20,0,0,0,3,0,8,20,0,0,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,0,0,20,0,0,0,3,Not really,2,17,7,12,8,11,13,6
489,10/11/19 8:11,R_1kUj1QMaqBp9QfF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,7,12,8,11,13,6
474,10/11/19 8:11,R_1eqwN1lQud8o5GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,17,7,12,8,11,13,6
585,10/11/19 8:12,R_3HMT9kCoYMGlOrm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
498,10/11/19 8:12,R_3hcjBfVaxFO3HxX,0,2,20,0,1,0,3,0,7,20,0,1,0,3,19,8,20,0,1,0,3,19,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,Just one question,2,17,7,12,8,11,13,6
424,10/11/19 8:12,R_28GuTBvtgqQW3El,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,0,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
436,10/11/19 8:12,R_23e47rhpuXfUQpd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,17,7,12,8,11,13,6
581,10/11/19 8:12,R_O1OactZesPZPklz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,17,7,12,8,11,13,6
625,10/11/19 8:12,R_22ELVYHe1jtERhD,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,,2,17,7,12,8,11,13,6
509,10/11/19 8:12,R_30iryOjBdo6bdTq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
555,10/11/19 8:12,R_3Rlpr8FDl14vuLq,0,2,20,0,0,0,2,0,7,20,0,0,0,2,0,0,20,0,0,0,2,0,20,20,6,0,0,2,0,19,20,0,0,0,3,0,0,20,0,1,0,3,People who would use the hooks vs people who would use hooks if it meant no harm to the lake,2,17,7,12,8,11,13,6
355,10/11/19 8:12,R_2rDxaXOw0zXbk0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
528,10/11/19 8:12,R_1o7Q3N1UjG8COyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,2,17,7,12,8,11,13,6
556,10/11/19 8:12,R_07bzfCmFsK3bN8l,19,0,20,0,0,0,3,19,0,20,0,0,0,3,19,8,20,0,0,0,3,19,13,20,0,0,0,3,19,19,20,0,0,0,3,19,0,20,0,0,0,3,no,2,17,7,12,8,11,13,6
630,10/11/19 8:12,R_aV3yCaVTMGnEpmV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
550,10/11/19 8:12,R_D2ngGDmUaus8yHL,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
310,10/11/19 8:12,R_1gOWfGtQIDEfw0Q,0,0,20,0,1,0,3,0,0,20,0,1,0,3,0,0,20,0,1,0,3,0,0,20,0,1,0,3,0,0,20,0,0,0,3,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
550,10/11/19 8:12,R_w669x4KAvX9eA9z,1,2,20,0,1,0,3,1,7,20,0,1,0,3,1,8,20,0,1,0,3,1,13,20,0,1,0,3,1,19,20,0,1,0,3,1,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
641,10/11/19 8:12,R_RLkpGqLXGGF9JDP,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,0,20,0,1,0,3,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
382,10/11/19 8:12,R_12Axv7pTVKWqzYp,0,2,20,0,1,0,3,0,7,20,0,0,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,19,0,1,0,3,Nope!,2,17,7,12,8,11,13,6
348,10/11/19 8:12,R_2tEyK7XiPamdyqc,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,0,20,0,1,0,3,0,20,20,0,1,0,3,0,0,20,0,1,0,3,Nope,2,17,7,12,8,11,13,6
471,10/11/19 8:12,R_Q01DxmD4157kx5T,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,0,0,20,0,1,0,3,The effect on the fish population for some of the questions depends on if you can trust your neighbors to keep their word about not using the new hook,2,17,7,12,8,11,13,6
433,10/11/19 8:12,R_1Cye4JNo7DM4Nyb,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
233,10/11/19 8:13,R_W1yyA9H35VmaNAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,17,7,12,8,11,13,6
409,10/11/19 8:13,R_3LXcKxg0wffZ2gD,0,2,20,0,0,0,3,0,7,20,0,0,0,3,0,8,20,0,0,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,0,0,20,0,0,0,3,no,2,17,7,12,8,11,13,6
443,10/11/19 8:13,R_9WxtTEvWpQ4GspP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nope,2,17,7,12,8,11,13,6
646,10/11/19 8:13,R_3KCu3mdOix5XvHm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The question of 'besides John' could include or not include him,2,17,7,12,8,11,13,6
531,10/11/19 8:13,R_Ai0RkzQiXZC6ozT,19,2,20,0,1,0,3,19,7,20,0,1,0,3,19,2,20,0,1,0,3,19,13,20,0,1,0,3,19,0,20,0,1,0,3,19,0,20,0,1,0,3,I feel like it was repetitive but not confusing,2,17,7,12,8,11,13,6
495,10/11/19 8:13,R_3hiIV3odQL4cMxP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,7,12,8,11,13,6
524,10/11/19 8:13,R_1mIx02zi9Tk83Kq,1,2,20,0,1,0,3,1,7,20,0,1,0,3,1,8,20,0,1,0,3,1,13,20,0,1,0,3,1,19,20,0,1,0,3,1,19,20,0,1,0,3,no,2,17,7,12,8,11,13,6
457,10/11/19 8:13,R_1Izwef4QjJgP9vW,1,2,20,0,1,0,3,1,7,20,0,1,0,3,1,8,20,0,1,0,3,1,13,20,0,1,0,3,1,19,20,0,1,0,3,1,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
754,10/11/19 8:13,R_2B3gXwBJmDpeI4d,0,2,20,0,0,0,3,0,7,20,0,0,0,3,0,8,20,0,0,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,0,0,20,0,0,0,3,"No, but I have to say that throughout every question I was thinking that if that were me, I would not trust/believe the other people's answers. Maybe they're just going along with the group or something. It wouldn't be right for me to use the new hooks if there's the possibility that a bunch of others might really do so also and just aren't admitting it. It's not worth the risk of wiping out the fish population.",2,17,7,12,8,11,13,6
546,10/11/19 8:13,R_2QAvvy4yu07fEH7,0,2,20,0,0,0,3,0,7,19,0,1,0,3,0,8,20,0,0,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,0,0,20,0,0,0,3,No everything was clear.,2,17,7,12,8,11,13,6
516,10/11/19 8:13,R_3D7uNpjzJyKC0Tg,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,Why it kept asking the same questions that had the same answer,2,17,7,12,8,11,13,6
324,10/11/19 8:13,R_2ZOJ5XUGzPHMWwV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,17,7,12,8,11,13,6
648,10/11/19 8:13,R_2ROIuqT043y40XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
595,10/11/19 8:14,R_1JQQuhGuJ3nOxmP,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
595,10/11/19 8:14,R_1PTpAcTY1GlE2NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,17,7,12,8,11,13,6
695,10/11/19 8:14,R_9sFVSQb9CicM5lT,0,2,20,0,1,0,3,0,7,19,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,"No, but I did screw up an early question and put 19 people that fish on the lake, and forgot about John.",2,17,7,12,8,11,13,6
514,10/11/19 8:14,R_Og9IibypKhKUReF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it was clear,2,17,7,12,8,11,13,6
469,10/11/19 8:14,R_1r1zpnCymxs1JLG,0,2,20,0,1,0,3,0,7,20,0,0,0,3,0,8,20,0,1,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,0,0,20,0,0,0,3,No.,2,17,7,12,8,11,13,6
498,10/11/19 8:14,R_3m9MM5JRh4ltqtF,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,No,2,17,7,12,8,11,13,6
768,10/11/19 8:14,R_3JxfOJ8TiCOHfYg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,17,7,12,8,11,13,6
416,10/11/19 8:14,R_2aKbSh9uj2Iv8Xh,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,No.,2,17,7,12,8,11,13,6
573,10/11/19 8:14,R_1fadLf4y7gyyWpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all was clear but the repeat info started jumbling thoughts ,2,17,7,12,8,11,13,6
463,10/11/19 8:14,R_25FxaBweHGw8ifd,19,2,20,2,0,0,2,19,7,20,7,0,0,2,19,8,20,0,0,0,3,19,13,20,13,0,0,2,19,19,20,19,0,0,2,19,0,20,0,0,0,3,Nope,2,17,7,12,8,11,13,6
475,10/11/19 8:14,R_12Fp0LTUWBeV4Ui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
613,10/11/19 8:14,R_3L4KkeJFTzpWkAQ,0,2,20,0,0,0,3,0,7,20,0,0,0,3,0,8,20,0,0,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,0,0,20,0,0,0,3,"Well...it was extremely repetitive, I NEVER thought it was ok for him to use the hooks, and I'm not really sure of the purpose of this survey. ",2,17,7,12,8,11,13,6
620,10/11/19 8:14,R_1esACA34jcIN3Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not confusing or unclear.,2,17,7,12,8,11,13,6
460,10/11/19 8:14,R_efi7LbqX3RRoUCt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
781,10/11/19 8:14,R_9ySyrN2O6QVBRFT,0,0,20,0,1,0,3,0,0,20,0,1,0,3,0,0,20,0,1,0,3,0,13,20,0,1,0,3,0,0,20,0,1,0,3,0,0,20,0,1,0,3,"I was a tad confused on the queston, if it wasnt bad to use the hooks how many would use them. I didnt know to say 0 or the number of people said they were good but bad for the lake.",2,17,7,12,8,11,13,6
684,10/11/19 8:14,R_3OoDNOicOqt97uv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I think i answered 0 instead of 19 on a comprehension question about how many people want to use the fish. Also, john is a person who would know that he is using the hook. So i suppose that would depend on whether he counts.",2,17,7,12,8,11,13,6
518,10/11/19 8:14,R_3qPsS2Fa4rPzJmA,0,0,20,0,0,0,2,0,0,20,0,0,0,2,0,8,20,8,0,0,2,0,13,0,0,0,0,2,0,19,19,0,0,0,2,0,0,20,0,0,0,2,"Yes, the second question about who would use the hooks was poorly worded, I hope it does not affect my HIT completion",2,17,7,12,8,11,13,6
635,10/11/19 8:14,R_1dbGrt2T1V5VXxc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,2,17,7,12,8,11,13,6
313,10/11/19 8:14,R_1LMd6kTu28GcGR1,5,6,6,6,1,1,1,7,7,7,6,1,1,1,4,5,4,5,1,1,1,5,5,5,5,1,1,1,5,5,4,4,1,1,1,4,4,5,5,1,1,1,no,2,17,7,12,8,11,13,6
745,10/11/19 8:15,R_1pxrIFTdCKTq9rJ,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,19,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,0,0,3,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
762,10/11/19 8:15,R_1XQSNo9uZppKhVf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No. I think I understood everything correctly. ,2,17,7,12,8,11,13,6
533,10/11/19 8:15,R_AMXUXByRQaOkWIh,1,2,20,0,1,0,3,1,7,20,0,1,0,3,1,8,20,0,1,0,3,1,13,20,0,1,0,3,1,19,20,0,1,0,3,1,19,20,0,1,0,3,I'm trusting people at their word that they're not going to use the new hooks.  Was this the dilemma? To decide how many people were lying?,2,17,7,12,8,11,13,6
785,10/11/19 8:15,R_2P4FWegX8iYQIT6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nothing,2,17,7,12,8,11,13,6
412,10/11/19 8:15,R_wKQOoHVB1qyCc37,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,14,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,Nope,2,17,7,12,8,11,13,6
608,10/11/19 8:15,R_3phAiEQsN7DlBZV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
662,10/11/19 8:15,R_3rNFtYL9FJLDJHw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,2,17,7,12,8,11,13,6
498,10/11/19 8:15,R_PB5OmB2LsWLPm1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The question in regards to how many people fish in the lake. Was that count with or excluding John?,2,17,7,12,8,11,13,6
529,10/11/19 8:15,R_3EiGGKrBUZc8trz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
818,10/11/19 8:15,R_3ijLA1dETdR5Aij,0,2,20,0,1,0,3,0,7,20,0,1,0,3,0,8,20,0,1,0,3,0,13,20,0,1,0,3,0,19,20,0,1,0,3,0,0,20,0,1,0,3,no,2,17,7,12,8,11,13,6
659,10/11/19 8:15,R_2rll2ALWfpvTQhm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,17,7,12,8,11,13,6
760,10/11/19 8:15,R_3mjHbLA0cgW0FG9,0,0,20,0,1,0,2,19,7,20,7,1,0,2,19,0,20,0,0,0,2,0,0,20,0,1,0,2,19,19,20,0,0,0,2,0,0,20,0,0,0,2,no,2,17,7,12,8,11,13,6
631,10/11/19 8:15,R_20YZ0TBbSKXUUAk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I forgot to count john as knowing he would use the new hook in the first few scenarios so I mistakenly answered 0,2,17,7,12,8,11,13,6
621,10/11/19 8:16,R_2qCrXD5CnvDZ68h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
486,10/11/19 8:16,R_1EdrtUTmGL3nMsY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
341,10/11/19 8:16,R_2VwqqYnSMbcciiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,17,7,12,8,11,13,6
458,10/11/19 8:16,R_3Ny9YFMoTSnPz5x,0,2,20,0,0,0,3,0,7,20,0,0,0,3,0,8,20,0,0,0,3,0,13,20,0,0,0,3,0,19,20,0,0,0,3,0,0,20,0,0,0,3,no,2,17,7,12,8,11,13,6
